epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.5157116651535034,1.2755413055419922,0.6807339191436768,0.5068305730819702,0.48355263471603394,17.641626358032227,0.5483871102333069,0.10625000298023224
1,0.5157116651535034,0.7535814642906189,0.6484848260879517,0.18673647940158844,0.4638157784938812,42.43932342529297,0.5,0.012269938364624977
2,0.4944547116756439,0.7290080189704895,0.5766870975494385,0.16433566808700562,0.47039473056793213,4227.26171875,1.0,0.006172839552164078
3,0.5231053829193115,0.6980795860290527,0.659217894077301,0.20593367516994476,0.48355263471603394,1.0627387762069702,0.550000011920929,0.069182388484478
4,0.5434380769729614,0.686937689781189,0.738095223903656,0.2160278707742691,0.4736842215061188,0.696556568145752,0.75,0.018518518656492233
5,0.5609981417655945,0.6885603070259094,0.7194570302963257,0.2779720425605774,0.47697368264198303,9.432015419006348,0.5161290168762207,0.10000000149011612
6,0.5545286536216736,0.6891335248947144,0.682539701461792,0.299651563167572,0.5427631735801697,0.8281375765800476,0.6153846383094788,0.3499999940395355
7,0.5961182713508606,0.6752050518989563,0.7069486379623413,0.407665491104126,0.5427631735801697,0.7235528826713562,0.7631579041481018,0.18238992989063263
8,0.6524953842163086,0.6444437503814697,0.7468982338905334,0.5234782695770264,0.625,0.6561811566352844,0.8507462739944458,0.35403725504875183
9,0.6857671141624451,0.6419121026992798,0.758314847946167,0.5968586206436157,0.5098684430122375,2.1332809925079346,0.578125,0.23270440101623535
10,0.6608133316040039,0.6379281282424927,0.7373272180557251,0.5584642291069031,0.6776315569877625,1.0413719415664673,0.6363636255264282,0.8860759735107422
11,0.6839186549186707,0.6228466629981995,0.7436440587043762,0.6136363744735718,0.6710526347160339,0.6249959468841553,0.6829268336296082,0.699999988079071
12,0.6811460256576538,0.6309999227523804,0.7440860271453857,0.6048951148986816,0.4736842215061188,129.83206176757812,0.5,0.02500000037252903
13,0.527726411819458,0.6993116140365601,0.6648648381233215,0.21503496170043945,0.4802631437778473,0.7112910747528076,0.0,0.0
14,0.6552680134773254,0.6429838538169861,0.7524999976158142,0.5234782695770264,0.5625,17.622804641723633,0.5473684072494507,0.9750000238418579
15,0.668207049369812,0.6204800009727478,0.725321888923645,0.5940245985984802,0.6052631735801697,1.8321589231491089,0.5762081742286682,0.9627329111099243
16,0.6792279481887817,0.6330978274345398,0.740899384021759,0.602787435054779,0.5526315569877625,16.515430450439453,0.5420875549316406,1.0
17,0.6386321783065796,0.6468542218208313,0.7177033424377441,0.5235602259635925,0.4736842215061188,0.7239841818809509,0.0,0.0
18,0.6386321783065796,0.6509949564933777,0.7426273226737976,0.4842657446861267,0.4736842215061188,0.7254014611244202,0.0,0.0
19,0.6792976260185242,0.6269444227218628,0.7118644118309021,0.6608391404151917,0.5526315569877625,0.683704137802124,0.8205128312110901,0.19875776767730713
20,0.723659873008728,0.5927225351333618,0.7784552574157715,0.6684118509292603,0.39144736528396606,5.150343418121338,0.23999999463558197,0.07547169923782349
21,0.7070240378379822,0.5952277779579163,0.7844444513320923,0.6160558462142944,0.47039473056793213,0.7392902970314026,0.5,0.006211180239915848
